"","database","mature_mirna_acc","mature_mirna_id","target_symbol","target_entrez","target_ensembl","experiment","support_type","pubmed_id","type"
"11902","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_000361","","","Degradome sequencing","positive","","validated"
"11903","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_000370","","","Degradome sequencing","positive","","validated"
"11904","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_000390","","","Degradome sequencing","positive","","validated"
"11905","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_000430","","","Degradome sequencing","positive","","validated"
"11906","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_000458","","","Degradome sequencing","positive","","validated"
"11907","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_000465","","","Degradome sequencing","positive","","validated"
"11908","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_000522","","","Degradome sequencing","positive","","validated"
"11909","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_000585","","","Degradome sequencing","positive","","validated"
"11910","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_000633","","","Degradome sequencing","positive","","validated"
"11911","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_000642","","","Degradome sequencing","positive","","validated"
"11912","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_000696","","","Degradome sequencing","positive","","validated"
"11913","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_000782","","","Degradome sequencing","positive","","validated"
"11914","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_000825","","","Degradome sequencing","positive","","validated"
"11915","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_000877","","","Degradome sequencing","positive","","validated"
"11916","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_000880","","","Degradome sequencing","positive","","validated"
"11917","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_000946","","","Degradome sequencing","positive","","validated"
"11918","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_001001437","","","Degradome sequencing","positive","","validated"
"11919","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_001003682","","","Degradome sequencing","positive","","validated"
"11920","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_001047","","","Degradome sequencing","positive","","validated"
"11921","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_001080","","","Degradome sequencing","positive","","validated"
"11922","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_001145","","","Degradome sequencing","positive","","validated"
"11923","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_001167","","","Degradome sequencing","positive","","validated"
"11924","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_001204","","","Degradome sequencing","positive","","validated"
"11925","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_001211","","","Degradome sequencing","positive","","validated"
"11926","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_001227","","","Degradome sequencing","positive","","validated"
"11927","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_001238","","","Degradome sequencing","positive","","validated"
"11928","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_001255","","","Degradome sequencing","positive","","validated"
"11929","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_001268","","","Degradome sequencing","positive","","validated"
"11930","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_001310","","","Degradome sequencing","positive","","validated"
"11931","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_001356","","","Degradome sequencing","positive","","validated"
"11932","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_001439","","","Degradome sequencing","positive","","validated"
"11933","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_001448","","","Degradome sequencing","positive","","validated"
"11934","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_001482","","","Degradome sequencing","positive","","validated"
"11935","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_001569","","","Degradome sequencing","positive","","validated"
"11936","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_001609","","","Degradome sequencing","positive","","validated"
"11937","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_001627","","","Degradome sequencing","positive","","validated"
"11938","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_001723","","","Degradome sequencing","positive","","validated"
"11939","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_001729","","","Degradome sequencing","positive","","validated"
"11940","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_001744","","","Degradome sequencing","positive","","validated"
"11941","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_001800","","","Degradome sequencing","positive","","validated"
"11942","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_001809","","","Degradome sequencing","positive","","validated"
"11943","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_001813","","","Degradome sequencing","positive","","validated"
"11944","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_001821","","","Degradome sequencing","positive","","validated"
"11945","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_001902","","","Degradome sequencing","positive","","validated"
"11946","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_001918","","","Degradome sequencing","positive","","validated"
"11947","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_001945","","","Degradome sequencing","positive","","validated"
"11948","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_001958","","","Degradome sequencing","positive","","validated"
"11949","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_001964","","","Degradome sequencing","positive","","validated"
"11950","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_002006","","","Degradome sequencing","positive","","validated"
"11951","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_002165","","","Degradome sequencing","positive","","validated"
"11952","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_002166","","","Degradome sequencing","positive","","validated"
"11953","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_002182","","","Degradome sequencing","positive","","validated"
"11954","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_002210","","","Degradome sequencing","positive","","validated"
"11955","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_002211","","","Degradome sequencing","positive","","validated"
"11956","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_002252","","","Degradome sequencing","positive","","validated"
"11957","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_002263","","","Degradome sequencing","positive","","validated"
"11958","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_002358","","","Degradome sequencing","positive","","validated"
"11959","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_002388","","","Degradome sequencing","positive","","validated"
"11960","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_002393","","","Degradome sequencing","positive","","validated"
"11961","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_002417","","","Degradome sequencing","positive","","validated"
"11962","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_002444","","","Degradome sequencing","positive","","validated"
"11963","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_002450","","","Degradome sequencing","positive","","validated"
"11964","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_002480","","","Degradome sequencing","positive","","validated"
"11965","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_002485","","","Degradome sequencing","positive","","validated"
"11966","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_002486","","","Degradome sequencing","positive","","validated"
"11967","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_002582","","","Degradome sequencing","positive","","validated"
"11968","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_002583","","","Degradome sequencing","positive","","validated"
"11969","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_002648","","","Degradome sequencing","positive","","validated"
"11970","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_002657","","","Degradome sequencing","positive","","validated"
"11971","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_002658","","","Degradome sequencing","positive","","validated"
"11972","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_002689","","","Degradome sequencing","positive","","validated"
"11973","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_002697","","","Degradome sequencing","positive","","validated"
"11974","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_002703","","","Degradome sequencing","positive","","validated"
"11975","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_002708","","","Degradome sequencing","positive","","validated"
"11976","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_002709","","","Degradome sequencing","positive","","validated"
"11977","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_002734","","","Degradome sequencing","positive","","validated"
"11978","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_002752","","","Degradome sequencing","positive","","validated"
"11979","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_002765","","","Degradome sequencing","positive","","validated"
"11980","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_002853","","","Degradome sequencing","positive","","validated"
"11981","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_002865","","","Degradome sequencing","positive","","validated"
"11982","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_002867","","","Degradome sequencing","positive","","validated"
"11983","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_002875","","","Degradome sequencing","positive","","validated"
"11984","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_002885","","","Degradome sequencing","positive","","validated"
"11985","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_002907","","","Degradome sequencing","positive","","validated"
"11986","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_002916","","","Degradome sequencing","positive","","validated"
"11987","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_002937","","","Degradome sequencing","positive","","validated"
"11988","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_003035","","","Degradome sequencing","positive","","validated"
"11989","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_003038","","","Degradome sequencing","positive","","validated"
"11990","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_003070","","","Degradome sequencing","positive","","validated"
"11991","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_003073","","","Degradome sequencing","positive","","validated"
"11992","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_003101","","","Degradome sequencing","positive","","validated"
"11993","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_003161","","","Degradome sequencing","positive","","validated"
"11994","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_003198","","","Degradome sequencing","positive","","validated"
"11995","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_003202","","","Degradome sequencing","positive","","validated"
"11996","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_003211","","","Degradome sequencing","positive","","validated"
"11997","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_003249","","","Degradome sequencing","positive","","validated"
"11998","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_003276","","","Degradome sequencing","positive","","validated"
"11999","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_003286","","","Degradome sequencing","positive","","validated"
"12000","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_003290","","","Degradome sequencing","positive","","validated"
"12001","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_003304","","","Degradome sequencing","positive","","validated"
"12002","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_003318","","","Degradome sequencing","positive","","validated"
"12003","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_003338","","","Degradome sequencing","positive","","validated"
"12004","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_003350","","","Degradome sequencing","positive","","validated"
"12005","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_003360","","","Degradome sequencing","positive","","validated"
"12006","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_003362","","","Degradome sequencing","positive","","validated"
"12007","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_003364","","","Degradome sequencing","positive","","validated"
"12008","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_003368","","","Degradome sequencing","positive","","validated"
"12009","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_003369","","","Degradome sequencing","positive","","validated"
"12010","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_003409","","","Degradome sequencing","positive","","validated"
"12011","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_003414","","","Degradome sequencing","positive","","validated"
"12012","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_003425","","","Degradome sequencing","positive","","validated"
"12013","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_003429","","","Degradome sequencing","positive","","validated"
"12014","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_003447","","","Degradome sequencing","positive","","validated"
"12015","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_003454","","","Degradome sequencing","positive","","validated"
"12016","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_003472","","","Degradome sequencing","positive","","validated"
"12017","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_003473","","","Degradome sequencing","positive","","validated"
"12018","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_003478","","","Degradome sequencing","positive","","validated"
"12019","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_003503","","","Degradome sequencing","positive","","validated"
"12020","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_003505","","","Degradome sequencing","positive","","validated"
"12021","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_003507","","","Degradome sequencing","positive","","validated"
"12022","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_003559","","","Degradome sequencing","positive","","validated"
"12023","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_003569","","","Degradome sequencing","positive","","validated"
"12024","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_003594","","","Degradome sequencing","positive","","validated"
"12025","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_003628","","","Degradome sequencing","positive","","validated"
"12026","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_003633","","","Degradome sequencing","positive","","validated"
"12027","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_003672","","","Degradome sequencing","positive","","validated"
"12028","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_003676","","","Degradome sequencing","positive","","validated"
"12029","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_003692","","","Degradome sequencing","positive","","validated"
"12030","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_003781","","","Degradome sequencing","positive","","validated"
"12031","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_003809","","","Degradome sequencing","positive","","validated"
"12032","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_003819","","","Degradome sequencing","positive","","validated"
"12033","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_003864","","","Degradome sequencing","positive","","validated"
"12034","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_003865","","","Degradome sequencing","positive","","validated"
"12035","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_003870","","","Degradome sequencing","positive","","validated"
"12036","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_003884","","","Degradome sequencing","positive","","validated"
"12037","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_003902","","","Degradome sequencing","positive","","validated"
"12038","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_003916","","","Degradome sequencing","positive","","validated"
"12039","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_003953","","","Degradome sequencing","positive","","validated"
"12040","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_003971","","","Degradome sequencing","positive","","validated"
"12041","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_004056","","","Degradome sequencing","positive","","validated"
"12042","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_004071","","","Degradome sequencing","positive","","validated"
"12043","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_004086","","","Degradome sequencing","positive","","validated"
"12044","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_004093","","","Degradome sequencing","positive","","validated"
"12045","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_004111","","","Degradome sequencing","positive","","validated"
"12046","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_004153","","","Degradome sequencing","positive","","validated"
"12047","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_004161","","","Degradome sequencing","positive","","validated"
"12048","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_004233","","","Degradome sequencing","positive","","validated"
"12049","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_004237","","","Degradome sequencing","positive","","validated"
"12050","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_004318","","","Degradome sequencing","positive","","validated"
"12051","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_004434","","","Degradome sequencing","positive","","validated"
"12052","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_004447","","","Degradome sequencing","positive","","validated"
"12053","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_004472","","","Degradome sequencing","positive","","validated"
"12054","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_004496","","","Degradome sequencing","positive","","validated"
"12055","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_004508","","","Degradome sequencing","positive","","validated"
"12056","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_004521","","","Degradome sequencing","positive","","validated"
"12057","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_004522","","","Degradome sequencing","positive","","validated"
"12058","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_004580","","","Degradome sequencing","positive","","validated"
"12059","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_004631","","","Degradome sequencing","positive","","validated"
"12060","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_004688","","","Degradome sequencing","positive","","validated"
"12061","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_004694","","","Degradome sequencing","positive","","validated"
"12062","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_004711","","","Degradome sequencing","positive","","validated"
"12063","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_004731","","","Degradome sequencing","positive","","validated"
"12064","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_004735","","","Degradome sequencing","positive","","validated"
"12065","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_004747","","","Degradome sequencing","positive","","validated"
"12066","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_004771","","","Degradome sequencing","positive","","validated"
"12067","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_004772","","","Degradome sequencing","positive","","validated"
"12068","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_004773","","","Degradome sequencing","positive","","validated"
"12069","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_004775","","","Degradome sequencing","positive","","validated"
"12070","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_004815","","","Degradome sequencing","positive","","validated"
"12071","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_004816","","","Degradome sequencing","positive","","validated"
"12072","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_004817","","","Degradome sequencing","positive","","validated"
"12073","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_004836","","","Degradome sequencing","positive","","validated"
"12074","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_004856","","","Degradome sequencing","positive","","validated"
"12075","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_004888","","","Degradome sequencing","positive","","validated"
"12076","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_004987","","","Degradome sequencing","positive","","validated"
"12077","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_005013","","","Degradome sequencing","positive","","validated"
"12078","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_005032","","","Degradome sequencing","positive","","validated"
"12079","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_005037","","","Degradome sequencing","positive","","validated"
"12080","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_005063","","","Degradome sequencing","positive","","validated"
"12081","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_005151","","","Degradome sequencing","positive","","validated"
"12082","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_005171","","","Degradome sequencing","positive","","validated"
"12083","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_005192","","","Degradome sequencing","positive","","validated"
"12084","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_005206","","","Degradome sequencing","positive","","validated"
"12085","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_005252","","","Degradome sequencing","positive","","validated"
"12086","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_005254","","","Degradome sequencing","positive","","validated"
"12087","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_005302","","","Degradome sequencing","positive","","validated"
"12088","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_005327","","","Degradome sequencing","positive","","validated"
"12089","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_005329","","","Degradome sequencing","positive","","validated"
"12090","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_005375","","","Degradome sequencing","positive","","validated"
"12091","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_005397","","","Degradome sequencing","positive","","validated"
"12092","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_005475","","","Degradome sequencing","positive","","validated"
"12093","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_005480","","","Degradome sequencing","positive","","validated"
"12094","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_005496","","","Degradome sequencing","positive","","validated"
"12095","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_005536","","","Degradome sequencing","positive","","validated"
"12096","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_005542","","","Degradome sequencing","positive","","validated"
"12097","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_005570","","","Degradome sequencing","positive","","validated"
"12098","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_005573","","","Degradome sequencing","positive","","validated"
"12099","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_005606","","","Degradome sequencing","positive","","validated"
"12100","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_005637","","","Degradome sequencing","positive","","validated"
"12101","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_005647","","","Degradome sequencing","positive","","validated"
"12102","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_005655","","","Degradome sequencing","positive","","validated"
"12103","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_005670","","","Degradome sequencing","positive","","validated"
"12104","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_005722","","","Degradome sequencing","positive","","validated"
"12105","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_005733","","","Degradome sequencing","positive","","validated"
"12106","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_005737","","","Degradome sequencing","positive","","validated"
"12107","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_005780","","","Degradome sequencing","positive","","validated"
"12108","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_005813","","","Degradome sequencing","positive","","validated"
"12109","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_005815","","","Degradome sequencing","positive","","validated"
"12110","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_005879","","","Degradome sequencing","positive","","validated"
"12111","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_005915","","","Degradome sequencing","positive","","validated"
"12112","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_005949","","","Degradome sequencing","positive","","validated"
"12113","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_005966","","","Degradome sequencing","positive","","validated"
"12114","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_005977","","","Degradome sequencing","positive","","validated"
"12115","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_006010","","","Degradome sequencing","positive","","validated"
"12116","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_006016","","","Degradome sequencing","positive","","validated"
"12117","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_006091","","","Degradome sequencing","positive","","validated"
"12118","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_006100","","","Degradome sequencing","positive","","validated"
"12119","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_006122","","","Degradome sequencing","positive","","validated"
"12120","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_006143","","","Degradome sequencing","positive","","validated"
"12121","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_006167","","","Degradome sequencing","positive","","validated"
"12122","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_006178","","","Degradome sequencing","positive","","validated"
"12123","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_006265","","","Degradome sequencing","positive","","validated"
"12124","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_006281","","","Degradome sequencing","positive","","validated"
"12125","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_006300","","","Degradome sequencing","positive","","validated"
"12126","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_006322","","","Degradome sequencing","positive","","validated"
"12127","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_006352","","","Degradome sequencing","positive","","validated"
"12128","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_006363","","","Degradome sequencing","positive","","validated"
"12129","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_006383","","","Degradome sequencing","positive","","validated"
"12130","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_006402","","","Degradome sequencing","positive","","validated"
"12131","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_006421","","","Degradome sequencing","positive","","validated"
"12132","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_006444","","","Degradome sequencing","positive","","validated"
"12133","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_006476","","","Degradome sequencing","positive","","validated"
"12134","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_006500","","","Degradome sequencing","positive","","validated"
"12135","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_006504","","","Degradome sequencing","positive","","validated"
"12136","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_006534","","","Degradome sequencing","positive","","validated"
"12137","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_006550","","","Degradome sequencing","positive","","validated"
"12138","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_006558","","","Degradome sequencing","positive","","validated"
"12139","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_006565","","","Degradome sequencing","positive","","validated"
"12140","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_006573","","","Degradome sequencing","positive","","validated"
"12141","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_006596","","","Degradome sequencing","positive","","validated"
"12142","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_006602","","","Degradome sequencing","positive","","validated"
"12143","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_006608","","","Degradome sequencing","positive","","validated"
"12144","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_006624","","","Degradome sequencing","positive","","validated"
"12145","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_006626","","","Degradome sequencing","positive","","validated"
"12146","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_006681","","","Degradome sequencing","positive","","validated"
"12147","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_006733","","","Degradome sequencing","positive","","validated"
"12148","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_006752","","","Degradome sequencing","positive","","validated"
"12149","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_006777","","","Degradome sequencing","positive","","validated"
"12150","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_006803","","","Degradome sequencing","positive","","validated"
"12151","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_006822","","","Degradome sequencing","positive","","validated"
"12152","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_006825","","","Degradome sequencing","positive","","validated"
"12153","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_006827","","","Degradome sequencing","positive","","validated"
"12154","tarbase","MIMAT0000272","hsa-miR-215-5p","NM_006938","","","Degradome sequencing","positive","","validated"
