"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0016236","GO:0016236","macroautophagy","313/14183","331/18870",2.94539395395635e-21,1.70645415168762e-18,9.20823162447405e-19,"55054/8992/27244/2773/836/94241/7157/29110/58476/488/528/801/3064/5287/5563/5599/6885/7248/8408/8767/9550/9821/10075/10193/11331/23232/23367/23503/25782/27183/29978/29979/51028/51100/55207/55432/60412/64419/65082/79065/79837/83667/84313/143686/401548/440026/154/987/51534/51322/55062/57724/285636/8473/340061/57602/25989/3091/23673/550/2597/4734/5868/7415/7957/8851/10254/57674/26086/23341/23256/124045/79443/23411/823/826/10490/11337/51606/55187/57535/64112/137492/7879/51382/57132/9711/54463/2475/8897/112936/8723/55048/7428/472/523/3162/5290/5663/5768/5861/8878/9525/9531/23241/25978/51652/80208/149371/203228/90423/60592/200576/51510/339122/2048/9517/8100/23001/83452/84971/143187/345611/207/7251/5289/9927/57533/79720/112574/55763/23130/162427/7189/51506/54832/79137/64771/9559/665/81671/529/1201/3920/6901/8673/9342/9538/10533/11140/11152/23557/23647/26471/55737/56893/83460/534/84938/137886/155066/291/2081/7416/3964/55014/79876/65018/10312/8396/128077/494513/526/535/664/1509/4864/7405/22863/51375/64127/115201/120892/245972/27072/9373/55254/79142/256471/10015/1947/5049/10206/22930/23376/27243/51569/55968/58533/64422/165324/6048/7249/26100/9637/5119/80700/1634/9474/9842/56270/60673/9554/55102/8678/9140/10241/51368/23400/4077/26353/23274/57103/11178/6714/10133/23710/64601/5828/811/5899/9706/10558/27131/51715/83734/93343/4534/192111/57154/7345/57231/84749/84219/3791/5566/10919/11040/81631/29082/9146/7040/10043/81876/1020/5305/5595/6009/6788/6829/8027/9779/11345/23192/26249/79643/84557/91782/128866/140775/2548/2629/90678/292/1407/9179/11267/27429/51160/54543/92421/90410/8987/23265/157753/53349/65992/124997/80183/245973/55626/340371/83933/4943/533/9776/26073/9114/9638/25851/23339/5830/55072/30849/10715/23545/10013/89849/10392/57192/525/167410/285973",313
"GO:0140014","GO:0140014","mitotic nuclear division","262/14183","274/18870",3.86324396769447e-20,2.05170448384307e-17,1.10712438968928e-17,"387/1613/8243/5925/3796/1027/324/9212/858/1843/1906/2316/3192/3481/3643/4085/4288/6790/7175/8766/9150/9700/9918/10051/10201/10270/11331/23141/23212/23636/27183/55143/56647/64105/79598/81620/90990/79884/7283/25970/10524/22974/146909/891/9031/9928/10419/10735/25836/51115/81565/157313/652/3837/8467/148362/9493/54892/3304/3619/3833/9184/9585/9787/84687/148479/283489/26065/9183/9371/57132/55125/84861/7272/1104/9126/57405/126731/221035/23172/4774/5902/54617/3303/8555/4781/9055/472/23122/332/983/1111/2059/2069/3209/3553/4733/5159/5901/7756/8850/9525/23332/25978/28984/51652/54443/55023/144165/440145/51510/56155/10540/286053/3834/23063/11044/84142/3552/5518/9639/81929/10600/9587/7039/10592/81930/27436/1063/7329/5347/5885/4751/6683/7124/8086/8556/8877/9088/9319/10274/11065/24137/27338/29127/51434/54820/64793/84722/126353/147841/256364/8379/137886/387893/83903/998/113130/1062/3832/10403/11004/11130/22919/26271/51143/51547/64151/79866/83540/51203/27175/55055/1761/129563/10040/5155/8452/9735/27243/51433/55968/79980/3479/1908/11200/5119/1060/10464/10361/57082/8678/23397/55844/991/4605/23310/25906/79003/8697/348654/6152/701/995/54908/80346/91272/10615/1028/3550/54461/51451/685/699/29082/26013/27085/3630/655/2491/4041/4926/22933/55795/79643/91782/128866/146691/152185/255324/57026/51529/55755/8881/7517/90417/8815/2801/5300/56984/92421/26993/54984/25936/7273/940/729440/3835/2253/55512/84101/118471/200942/286151/23363/54998/9820/29781/1950/23113/26073/10459",262
"GO:0033044","GO:0033044","regulation of chromosome organization","238/14183","247/18870",6.84057746593812e-20,3.35346155310951e-17,1.80956814422833e-17,"51535/5925/4609/324/9212/1017/23381/60/142/996/1843/3181/3192/4085/4137/5394/5594/5977/6598/6599/6602/7014/7175/7515/7528/8289/9700/9918/10051/10460/10923/23049/26354/54464/54891/55143/55193/55274/140609/167227/196528/26054/9869/10524/10155/10694/51112/57492/56252/605/8313/86/891/1499/3184/9031/10574/80351/6950/79677/8467/55729/23272/54892/546/3619/5514/6595/6597/6603/7153/9184/9787/170506/201161/9183/84861/9555/7272/57405/55781/64682/54617/472/332/983/3981/7756/7874/8658/8850/22948/54386/54737/56155/7520/286053/23063/56160/64282/55196/10576/5073/6047/9587/6886/84250/51776/908/1736/4216/5371/10592/3021/1063/5347/5885/3178/4683/4751/6601/9319/11065/51434/55226/80063/92345/147841/2067/10445/8379/5976/10575/79035/5609/10856/83903/990/1062/10403/11130/26271/51143/64151/83540/493861/10111/55055/5570/116028/283899/79648/8452/8607/9735/51433/54552/125476/23137/25913/5588/51412/6604/55719/57082/3020/57343/6605/8678/23397/29882/10664/991/4331/23310/25906/26272/55869/65057/8697/348654/2237/701/6714/54908/55743/2072/3550/7013/29945/57520/545/51451/699/11284/54780/79618/93973/10783/4926/5595/9274/26277/29117/55795/83444/51529/55755/8881/7517/51548/51377/8550/56984/80169/197370/54984/4361/3183/79991/84464/4798/6419/7203/80119/8110/8260/29844/84101/118471/4342/29781/10459/23293/9275/83852/81626/22880",238
"GO:0044772","GO:0044772","mitotic cell cycle phase transition","429/14183","470/18870",1.09039799660487e-19,4.95486795238026e-17,2.67370627737516e-17,"1871/1112/4193/7465/51692/25799/65123/596/1021/5925/1876/595/1026/1027/4609/571/131405/91/1785/1019/9510/3398/997/2146/894/324/7157/9212/890/5962/1017/5591/54619/116224/60/586/641/677/801/808/899/996/1654/1843/1874/1981/2935/4085/5087/5934/5977/6241/6502/6598/6599/6602/6790/7175/8289/8453/8454/8462/8554/8766/9113/9134/9150/9700/10217/10460/10769/10776/11331/23133/25942/27183/29980/51379/55031/55143/55159/55193/55274/55904/57551/84930/90381/196528/219771/9133/5310/79621/5515/5777/23236/51360/815/51322/57492/163859/1869/58190/605/900/5889/86/785/805/891/1642/4921/5311/6240/8493/8883/9344/9928/10983/29086/57695/79577/123879/128239/144455/91607/902/835/1029/5933/678/10106/898/901/1022/3619/3688/4204/6595/6597/6603/6873/8451/9184/9787/11073/23476/26057/84687/9183/7027/84861/91603/7272/896/5530/1104/1978/6347/10457/57405/143384/4774/55781/64682/54617/26524/8555/4781/7023/351/5243/1870/472/23122/332/983/1031/1032/1111/1164/1739/1977/2059/2273/3400/3624/5128/5537/5569/6118/7164/7756/8450/8870/8900/9525/10537/23332/28984/54443/63967/79027/80279/51400/2672/51343/10385/56155/7319/10657/51347/51499/7325/286053/255374/60672/9577/84142/207/79184/79960/6868/10197/23276/26058/26060/64859/79915/138151/163786/9587/8720/51776/3306/5371/50484/1956/1063/51514/994/9314/5347/5885/2305/4683/5720/6601/6683/7015/8065/8556/8738/9088/9319/9833/10263/11065/27338/51339/51434/55920/56257/58493/84967/131601/147841/8379/2068/79858/5127/3275/5890/23194/79035/83903/5728/301/672/113130/4582/990/1062/6491/10403/11130/26271/51143/51547/57099/83540/5884/3364/10111/55055/1543/1033/580/2071/2103/3741/5932/6198/8317/8452/9735/10083/10926/25793/27243/51433/23137/11200/25988/199/2765/2029/51412/85417/3373/10361/6154/6604/57082/6605/55844/51512/134353/29882/993/7480/991/4331/4998/25906/55198/9032/8697/348654/6152/701/995/7508/54908/245711/1163/5721/1028/55835/55743/1030/3550/4863/5129/5356/29945/57520/58480/79791/60561/51451/699/11040/25959/27085/84446/10783/57521/79616/90/1020/1263/4303/5218/8558/9274/10763/11319/22933/29117/55795/91782/128866/637/51529/55755/8881/7517/81853/51720/6881/51065/56984/57504/79176/80169/92421/11277/54984/8882/4361/29997/1018/55626/56658/2255/6194/8110/57165/80174/84101/118471/11170/8328/51270/126520/5426/55367/645121/51149/219736/10459/9275/25949/284001/79831/65061/27133/84936/9024",429
"GO:0042770","GO:0042770","signal transduction in response to DNA damage","186/14183","189/18870",1.16621715496162e-19,4.95486795238026e-17,2.67370627737516e-17,"6659/6591/1112/4193/4194/8444/22976/754/595/1026/1027/4436/7157/1017/5591/641/1386/5366/9675/10769/28996/29980/55159/57551/83667/90381/340485/79621/10524/9025/51360/51322/26270/163859/64844/3014/1432/1869/1655/900/8493/9344/23028/29086/83990/144455/835/9575/23411/546/5514/8451/10397/11073/79968/7158/91603/10116/5781/29935/2885/8555/960/7023/472/602/983/1111/6118/6615/8870/27330/63967/80279/22925/51343/4487/51347/51499/9577/55702/84142/5810/9100/79184/988/7919/10269/25946/26058/57646/79915/8720/51776/1859/5371/842/25/51514/5347/2305/4683/5716/8738/65975/151636/161742/261726/440275/972/79858/144715/387893/672/4582/1647/4646/9521/7291/5884/3364/57805/80254/580/23376/25896/11200/25988/2765/54465/6154/27339/4282/8563/51512/9656/26272/27063/5888/7508/56950/54962/675/51147/79791/83666/200734/545/9984/60561/83695/146956/84446/84444/2177/1263/4303/5595/6672/8533/9894/10467/80185/637/4869/51720/1407/51065/6300/11277/4361/29997/5883/5608/10538/56658/7471/3090/118471/55367/80198/51149/10459/25949/197342/84126",186
"GO:0007409","GO:0007409","axonogenesis","410/14183","448/18870",2.01449136911102e-19,8.02397093459032e-17,4.32983112031954e-17,"334/6722/7070/9334/23032/55701/596/23011/1785/4853/4929/1982/60/71/214/1906/2043/2045/2335/2664/2736/2803/3320/3480/3800/3996/4130/4131/4137/4915/5048/5361/5879/6049/6498/7074/7204/7474/7504/7976/8239/8408/8829/9252/9331/9798/10479/22902/22906/23077/23394/25942/54910/56896/85440/200933/150465/1141/26230/2011/84631/288/56288/4858/26050/56134/494470/57609/9890/3975/4747/11041/3925/2017/3798/3799/3984/4089/4756/5062/7408/8851/9344/23390/81565/84612/8482/673/8543/54915/5605/7414/91137/113246/5818/2064/25987/999/1942/1948/3688/5797/10678/65059/659/6608/4133/5454/5781/5803/10512/10494/23768/5458/4781/7422/351/1959/5649/9241/1000/1605/1907/2044/2534/2625/2932/3326/3676/4884/5063/5364/5663/6092/7080/7155/8301/8609/9037/22911/55740/64919/80208/139065/144165/203228/347733/1813/4897/79600/57549/9378/5532/152330/9175/1855/2048/9353/10371/23767/57689/223117/4825/57698/23111/26128/10507/51199/6868/6091/2115/2297/3475/6794/10509/23022/56963/2909/6654/26037/4851/114798/6259/5747/57142/2258/5802/107/6387/627/5058/25/5604/1002/2668/5080/5362/5459/6683/6696/7101/8506/8650/10752/51062/56978/84665/219699/2737/6812/57611/1826/2047/2051/23566/2046/6277/4898/5728/1385/658/5979/8828/137970/5727/2596/1496/9723/4803/10716/51393/84189/374946/55201/10090/5800/1009/1947/9253/1946/104/1382/1954/3670/3897/4692/5754/9355/10211/26053/91653/1908/3792/54437/26999/9637/4009/64218/9201/5588/6616/7476/2042/4504/10439/23242/284382/89884/5881/343472/29882/1944/1749/8399/55558/91624/57556/3913/1630/5457/9369/6152/4218/4744/11313/23303/1123/4684/2131/9706/57154/57715/4882/7345/64855/25894/123016/6477/284656/65078/84446/10381/4854/655/333/1020/1267/1945/2263/5864/8636/8997/9423/10501/10890/11344/23129/23654/79006/91584/133418/348/118813/115557/10458/6405/22865/90249/3730/23191/575/2637/6324/54413/3908/4983/11280/5365/4135/80031/64283/57463/2290/9211/322/10154/1943/2253/3199/4804/4917/6469/7869/8941/57453/59352/885/4914/654429/9048/4099/6586/25806/8022/55079/84628/2128/256158/27023/57731/89780/22854/285220/10500/153478/1889/1909/345651/1272/2049/6792/9638/57408/8831/23334/393/10505/2636/170302/23105/6900/5076/8633/64221/5592/10013/4693/51761/1436/23114/6474/9856/1600/80128/10939/5015/9024/8153/64843/1949",410
"GO:0072001","GO:0072001","renal system development","304/14183","324/18870",4.32678803441251e-19,1.55476672601205e-16,8.38970805103995e-17,"6659/2200/387/4086/596/157506/4811/4090/59/3570/317/4609/1282/9510/4853/10018/2146/639/3217/10413/7046/93/162/384/1958/2043/2045/2296/2736/3070/4091/4092/4208/4643/4953/5087/5915/6299/7020/7248/7474/8829/10220/11064/55366/55959/80000/84159/201163/5310/388585/80114/9863/171023/3237/80184/90780/3975/3976/4087/1499/4089/5311/9953/23279/25836/25937/25976/26108/29927/51107/57122/652/3280/3399/8826/163/1948/2247/2650/3911/7917/10409/9500/23210/8516/6608/8837/5530/4824/9231/7704/4774/255738/28514/6385/7422/7490/8879/445/3690/4318/182/2066/9241/23213/650/1739/2018/2246/2625/2674/3037/3675/4763/5154/5156/5159/5176/6092/6662/6664/7475/80310/144165/285/284/84623/2294/9353/793/8100/5950/4435/6580/2297/4088/9784/10269/51301/255743/5175/342184/4851/6495/7477/7541/50484/93649/185/842/7042/1063/581/403/1497/2138/2668/5613/8549/8842/9788/26585/51668/56913/57216/79659/84445/341640/2737/25789/84662/168667/56998/6772/38/847/4311/5979/6382/9245/10758/11174/51804/120892/1910/5727/3248/6492/79191/79810/5800/28999/1592/5155/5754/5914/7021/9653/10252/27031/116039/9955/3227/27302/30812/55083/221322/8692/79902/5629/5420/100133941/1286/5017/79192/3913/55871/4072/1028/654/1512/2131/4358/9104/54475/282679/26146/5125/7481/51057/123016/25959/3158/6569/2303/4854/655/8772/2263/4070/4357/6422/7466/8854/9244/23129/26249/64412/8710/11020/358/9350/10736/90410/11277/7161/54806/1285/23371/79727/2028/55746/231/56603/51196/139285/183/3611/3207/947/5455/7482/7471/2253/2255/4326/5972/6469/7484/130497/168002/359/9096/9356/54361/7380/203286/1909/26508/6928/3579/65266/7849/8642/5076/23322/7010/54798/80144/3764/4036/153572/64220",304
"GO:0016072","GO:0016072","rRNA metabolic process","252/14183","264/18870",4.45496772645486e-19,1.55476672601205e-16,8.38970805103995e-17,"55636/2091/284119/7157/5591/2976/4137/5394/6232/6598/9191/9221/9875/10438/10521/10813/10927/23212/23560/29102/29777/50628/51504/54464/55505/55720/92856/115752/2971/8780/10200/83732/163859/6208/51118/27042/55506/79002/4141/57602/6155/6209/23223/23481/54663/90459/285855/317781/3692/9724/79707/118460/114049/4691/6125/6597/9329/9330/25926/27340/51119/54680/55813/64768/6165/6229/51602/55178/84365/9555/2475/2975/9775/9790/3669/55781/6041/4931/6230/8850/10412/10885/22894/25879/25983/27292/27341/53918/64216/84549/134430/63899/64425/64282/8886/51018/51202/130916/1736/55759/84294/6949/9188/10849/11157/23076/23378/23404/28987/51154/51441/54606/55226/65083/92345/112479/112495/120379/2068/51106/54913/55006/29063/91893/54059/6135/10436/4839/9136/9328/10799/23160/26156/51547/51729/55646/84172/10556/51093/51575/55299/54512/56915/85395/153443/404672/6223/5036/10775/22803/55035/5393/55651/9014/11103/80135/84186/6154/92342/11224/4809/11056/196074/113000/84128/84881/10248/10557/10607/10969/79954/23517/57050/6202/283/5822/11137/11340/54433/55011/29081/84154/705/10199/55106/79979/51096/10528/90121/51010/9092/54853/9326/1662/2483/6201/6839/9045/10171/10360/22984/23029/51077/51367/54555/55272/55695/56342/57109/57418/57647/65080/65095/79050/81887/84135/88745/387338/9277/5303/131870/79863/23016/51013/117246/79033/162989/6217/6227/161424/23246/29960/84916/6218/29997/27043/8568/146857/6234/55127/55661/79039/6194/8602/10595/6130/4736/6129/55164/79066/2972/115939",252
"GO:0051656","GO:0051656","establishment of organelle localization","427/14183","469/18870",4.63526875792075e-19,1.55476672601205e-16,8.38970805103995e-17,"23291/10128/5925/4001/4627/1785/29899/7430/324/9212/81/1058/1778/3064/3192/3800/3996/4000/4085/4131/4137/4292/4643/5048/7320/7514/8729/8766/8773/9368/9700/10113/22820/22906/22920/23212/23636/26258/26985/27183/55143/55166/55717/60412/81620/85440/199953/3281/150465/58485/56288/10524/8976/867/51112/55062/55930/2647/151648/729991/4747/3815/3091/6622/891/1499/3798/3799/4976/6209/7109/7314/9928/10239/10749/10959/23299/51115/56681/81565/84823/3692/4067/1861/26086/10948/3837/11127/5293/7846/79443/1072/3619/3688/3833/4204/8825/9184/10972/55638/84376/283489/54874/3985/6850/9230/7879/9183/9371/5108/553115/57132/4133/57405/157769/55435/10494/23172/4134/8723/55781/2697/6385/9321/55288/136/7534/10947/472/23122/4139/164/332/1176/1453/1739/3598/3676/4430/4644/5537/5663/5861/5901/6386/7756/8301/8546/8850/9525/9892/9919/10640/10652/11235/11243/23332/25978/26115/51652/55686/63971/80006/80208/149371/23208/122553/51510/56155/1113/2294/4927/8841/10540/51399/56776/83930/84709/162282/3834/5819/284071/55088/84142/10597/8867/7251/1894/4641/6059/6794/10079/51068/54536/55153/81929/153241/55763/51128/10059/547/81930/6993/27436/1063/5347/1201/4645/4751/5080/5170/5294/5870/5873/6683/8673/8943/9342/10253/23557/29127/54732/54820/55920/81610/84364/84722/84984/126353/147841/256364/387755/8379/27040/6812/137886/357/66008/55330/60684/64284/84080/65018/10312/2241/126003/80179/119032/998/113130/1062/2669/3916/4646/5730/6382/8013/10403/11004/22919/55212/56907/63915/79090/83540/120892/51203/4542/30850/55055/55860/583/128153/55201/59349/10015/79648/636/5195/8452/9735/10016/10252/10987/23195/23224/23287/27243/29058/51566/55770/55968/57102/79980/5119/79036/1060/10464/22871/22878/84062/26958/51134/118426/57082/8678/8195/10125/4935/5871/5880/79003/201294/4669/5590/79083/23400/8120/6845/8697/23233/3566/26286/4744/10342/54908/91272/245711/10615/51693/3965/4640/7013/27342/79789/284021/1639/83696/55773/7345/84100/89958/84327/79816/29082/84501/27095/9146/1020/3993/4926/5864/7462/8027/8499/9423/11336/22933/23353/25777/55341/64149/79643/91782/128866/152185/282991/1759/55755/6284/4869/90417/6571/11267/29109/23513/84946/92421/54984/161424/92558/5413/79567/4642/23265/57584/11280/25936/56848/161176/64005/8832/1001/6860/10814/3835/434/2242/2255/2623/2624/6517/6813/11314/55512/154288/9001/4033/84871/117194/4342/54785/145645/441161/30817/10053/89941/9638/5729/6399/9846/4648/10013/1780/80128/129880/1731",427
"GO:0042176","GO:0042176","regulation of protein catabolic process","338/14183","364/18870",6.29183266328113e-19,2.00489247815453e-16,1.08186406899681e-16,"4193/4194/8667/9532/57761/1027/9655/8754/7430/324/3949/2308/8945/5962/1017/10221/116224/1457/2316/2768/3093/3320/3416/4035/4085/4092/4130/4478/4953/5476/6599/6790/7474/7514/8239/8554/9191/10193/10769/11146/22954/23077/23163/23327/25831/26234/29978/29979/51136/84640/122809/160418/5310/116986/1454/25820/26263/9860/51322/112398/8473/57589/64844/6622/8313/1452/1642/2729/2903/4089/4734/4780/5701/7077/7128/7314/7415/9529/9686/25976/28951/51105/80762/7341/80011/7078/54467/999/2332/302/1915/3304/5887/6815/7917/8451/9097/11315/11337/29761/55353/258010/20/7879/9978/6923/1917/975/4946/5707/6093/51429/255488/6653/4905/23450/255738/3303/1050/55294/725/1453/1595/2295/2534/2932/3156/3326/3553/4248/4843/5663/5706/6662/6872/7110/7874/8450/8870/25897/27074/51035/51582/55270/57630/80279/130507/144165/51343/51374/1855/26259/56776/5705/6880/207/29116/857/5601/4088/5270/10197/23429/56963/154214/9491/5774/1956/369/5970/55872/9709/5245/51514/5347/4947/5716/5720/6811/7124/8724/9683/10273/10533/23640/26471/27351/29934/51339/55737/56893/57095/79589/79888/81610/1728/641700/9604/10755/2931/79016/65018/338657/6135/4898/10399/161582/101/5704/29763/55212/120892/9827/7079/10213/55823/256471/868/57805/580/23376/79699/165324/722/11200/11011/9101/51686/8975/5886/54209/131377/143941/9554/64326/152503/10869/7480/150/991/1471/54972/25898/7133/23400/819/51079/5708/9781/9817/140462/5721/83737/55743/3586/7076/10425/11124/51201/127544/282679/4534/2272/153769/90637/150684/210/5566/8078/10134/3630/114881/9146/1263/6449/6625/7466/10444/11345/22933/27352/79643/91304/2876/348/2629/26088/6613/3300/84900/4287/91445/51548/51377/5300/11267/25807/51160/252839/57817/9730/575/29997/5045/11213/4983/4745/8312/84961/51667/65992/139285/5709/56658/1191/6469/64285/90865/140456/153090/3077/10297/26232/9992/113451/2670/85407/344558/51257/8742/5702/5700/10459/285671/29062/2822/4036/2905",338
"GO:0016050","GO:0016050","vesicle organization","339/14183","366/18870",1.74843833458378e-18,5.3060940506202e-16,2.86323209979208e-16,"596/10451/162/528/858/5048/5552/6809/8411/8615/8675/8729/8766/8773/8907/9296/9519/9550/9798/10113/10802/23317/26258/26985/27183/51028/51271/51479/55207/65082/79102/81555/84313/201475/399687/9066/9527/58485/8976/51112/51534/84343/2647/64645/23176/6622/23673/7109/10228/10239/10254/10483/10484/10959/51552/55004/55361/56681/128637/253832/375056/6844/9847/55111/23603/9341/8677/84079/302/3638/9218/10427/10490/10972/51606/55353/84376/137492/157680/440400/54874/7879/25825/553115/51382/57132/23325/9839/537/6504/10058/23682/79666/79363/89781/6385/1182/55048/8676/10947/164/523/950/1176/1453/3267/5537/5861/5990/6272/6386/7110/8301/8546/8878/8905/9525/9632/9892/9919/10159/25978/29887/51652/51762/57403/63971/80006/80208/149371/23208/7306/122553/200576/51510/9217/6281/22937/51399/143187/112476/84519/5819/338382/10597/8867/857/7251/19/5270/5869/9765/10282/25946/55654/65977/79720/51128/2060/1173/8417/10497/23023/55204/208/529/1201/5007/5873/6811/6857/8673/8724/8877/8943/9342/9882/11151/23557/54732/84067/84364/534/64400/6812/357/10564/25956/55014/55330/60684/116841/126003/8396/57393/301/1385/5027/526/9871/8674/535/6382/7405/9392/26271/54809/63915/79090/27072/340146/10815/6691/55823/2054/59349/10015/6855/8452/10016/10881/22872/27243/64083/57679/9570/5119/9101/6616/29916/29091/6843/9842/22878/54734/84062/112755/284382/8447/9554/57082/9897/84272/4935/23400/8120/8934/1174/6845/26286/1742/4218/10342/51361/64601/5350/51693/5584/93343/130340/282679/415117/83696/6804/8406/11234/55300/83871/29082/373509/27095/9146/10043/5305/5864/5872/8027/10981/79643/91782/128866/282991/399979/348/1759/6396/358/2149/9482/11267/23315/51160/252839/26276/92421/5322/23025/23355/144717/80183/947/6860/10814/728113/440279/434/1130/6490/6517/146849/158866/203062/64753/4033/2901/11063/55647/84286/286753/533/27141/29911/57617/63894/9114/8448/6399/26059/23339/5798/150368/8938/50617/11055/594855/9002/79803/525/143425",339
"GO:0098727","GO:0098727","maintenance of cell number","183/14183","187/18870",3.15129403792213e-18,9.12872586530805e-16,4.92597015401511e-16,"6659/5764/8243/8202/4609/10642/8091/26147/80306/2146/5978/10413/2308/1994/1656/60/607/3066/5977/6497/6598/6599/6602/7071/7178/8289/10001/22823/25942/26354/27097/55274/56478/57167/84312/84678/259266/388585/8861/9282/9412/9968/23019/64426/8473/3815/605/3976/6774/86/1499/3516/5396/25836/51742/79577/55818/673/3280/678/6595/6597/6926/8324/8451/55183/84376/4848/5108/23091/6608/9126/79692/28514/4781/182/9241/1000/1977/3981/5926/5931/6662/7547/22911/51593/53918/81603/283149/65980/51123/9440/57721/90390/56339/123169/58516/29998/6886/6944/4851/8626/5894/6899/9314/4017/7101/60485/81606/9443/22882/25855/23506/430/23160/79918/6939/8320/129563/23318/79648/3621/657/2103/6657/3479/23137/5928/79595/7545/7476/4849/51412/57190/6605/5629/80312/1045/6760/9646/79685/10629/655/2177/2176/2648/3622/4041/6422/7004/8819/8820/9274/27257/54623/79576/51548/9442/10736/63978/4838/7278/79727/9079/5460/79923/6688/2249/2255/2624/7484/84750/339345/140467/10893/51586/6928/23081/3065/7849/9275/5076/55124",183
"GO:0001822","GO:0001822","kidney development","294/14183","314/18870",4.14411053033355e-18,1.14827897433981e-15,6.19625130553763e-16,"6659/2200/387/4086/596/157506/4811/4090/59/3570/317/4609/9510/4853/10018/2146/639/3217/10413/7046/93/162/384/1958/2043/2045/2296/2736/3070/4091/4092/4208/4643/4953/5087/5915/6299/7020/7248/7474/8829/10220/11064/55366/55959/80000/84159/201163/5310/388585/80114/9863/171023/3237/80184/90780/3975/3976/4087/1499/4089/5311/9953/23279/25836/25937/25976/26108/29927/51107/57122/652/3280/3399/8826/163/1948/2247/2650/3911/7917/10409/9500/23210/8516/6608/8837/5530/4824/9231/7704/255738/28514/6385/7422/7490/8879/445/3690/4318/182/2066/9241/23213/650/1739/2246/2625/2674/3037/3675/4763/5154/5156/5159/5176/6092/6662/6664/7475/80310/285/284/84623/9353/793/8100/4435/6580/2297/4088/9784/10269/51301/255743/5175/342184/4851/6495/7477/7541/50484/185/842/7042/1063/581/403/1497/2138/2668/5613/8842/9788/26585/51668/56913/57216/79659/84445/341640/2737/25789/84662/168667/56998/6772/38/847/4311/5979/6382/9245/10758/11174/51804/120892/1910/5727/3248/6492/79191/79810/5800/28999/1592/5155/5754/5914/7021/9653/10252/27031/116039/9955/3227/27302/30812/55083/221322/8692/79902/5629/5420/100133941/1286/5017/79192/3913/55871/4072/1028/654/1512/2131/4358/9104/54475/282679/26146/5125/7481/51057/25959/3158/6569/2303/4854/655/8772/2263/4070/4357/6422/7466/8854/9244/23129/26249/64412/8710/11020/358/9350/10736/90410/11277/7161/54806/1285/23371/79727/2028/55746/231/56603/51196/139285/183/3611/3207/947/5455/7482/7471/2253/2255/4326/5972/6469/7484/130497/168002/359/9356/54361/7380/203286/1909/26508/6928/3579/65266/7849/8642/5076/23322/7010/54798/80144/3764/4036/153572/64220",294
